id,name,category,location,price_tier,abv,cask_type,smoky,peaty,spicy,herbal,oily,body,rich,sweet,salty,vanilla,tart,fruity,floral
1172,Mortlach 21 Year (2020 Special Release),Single Malt,"Speyside, Scotland",5,56.9,Pedro Ximenez and oloroso sherry cask finish,5,0,50,30,20,50,35,15,0,25,25,35,10
1173,The Singleton of Dufftown 17 Year (2020 Special Release),Single Malt,"Speyside, Scotland",4,55.1,refill American oak hogsheads,0,0,25,20,25,40,30,10,0,15,30,30,25
1174,"Barrell Whiskey Infinite Barrel Project (February 12, 2020)",Other Whiskey,Multiple Countries,3,59.65,,30,0,40,30,50,80,50,50,0,70,40,60,40
1175,Ben Nevis 1996 23 Year (Single Malts of Scotland),Single Malt,"Highlands, Scotland",5,52.7,sherry butt,10,0,50,10,15,45,45,60,10,10,25,65,0
1176,Ledaig 2005 14 Year (Single Malts of Scotland),Single Malt,"Islands, Scotland",4,55.4,sherry butt,40,40,50,60,10,40,40,40,30,10,35,30,0
1177,High West Bourye (2020 Release),Blended American Whiskey,"Indiana (bottled in Utah), USA",3,46,"new, charred American oak",20,0,70,50,0,60,50,50,0,80,50,30,10
1178,Bulleit Bourbon Blenders' Select No. 001,Bourbon,"Kentucky , USA",2,50,"new, charred American oak",20,0,60,40,30,80,90,60,20,80,40,30,0
1179,Elijah Craig Barrel Proof Bourbon Batch A120,Bourbon,"Kentucky, USA",3,68.3,"new, charred American oak",45,0,85,0,65,85,80,75,0,65,50,45,0
1180,Daviess County Kentucky Straight Bourbon,Bourbon,"Kentucky, USA",2,48,"new, charred American oak",45,0,65,20,70,80,85,85,0,85,60,70,30
1181,Woodford Reserve Master's Collection Batch Proof 123.6,Bourbon,"Kentucky, USA",4,61.8,"new, charred American oak",10,0,65,25,60,70,75,65,5,65,15,30,15
1182,Teeling Single Cask Chestnut Cask,Single Malt,Ireland,4,55.1,"ex-bourbon, finished in chestnut cask",5,0,45,40,75,70,70,65,5,50,25,30,20
1183,Rare Perfection 15 Year Cask Strength Canadian Whisky,Canadian,Canada,5,59.85,new charred oak barrels,20,0,80,50,20,60,30,59,9,90,30,10,0
1184,Old Fitzgerald Bottled in Bond 15 Year (Fall 2019),Bourbon,"Kentucky, USA",4,50,"new, charred American oak",30,0,75,65,30,65,50,60,20,50,60,50,25
1185,Alberta Premium Cask Strength Rye,Canadian,"Alberta, Canada",3,65.1,,30,0,60,30,15,50,50,40,0,40,20,45,30
1186,The Dublin Liberties Keeper's Coin 16 Year,Single Malt,Ireland,5,46,"ex-bourbon barrels, Pedro Ximenez Sherry casks",10,0,45,20,60,80,85,80,5,70,10,60,20
1187,Wyoming Whiskey Outryder 7 Year,Other Whiskey,"Wyoming, USA",3,50,"new, charred American oak",20,0,80,40,20,80,60,50,10,80,20,20,0
1188,Bimber Re-Charred Oak Casks,Single Malt,England,4,51.9,heavily-charred American oak,10,0,35,15,55,40,35,40,0,35,10,30,10
1189,Milam & Greene Triple Cask Bourbon,Bourbon,USA,2,47,,30,0,60,40,50,60,80,70,10,80,20,10,0
1190,Glen Scotia Victoriana Cask Strength,Single Malt,"Campbeltown, Scotland",3,54.2,Pedro Ximenez sherry butts and heavily-charred American oak,15,20,40,35,40,45,35,20,25,20,15,25,25
1191,Craigellachie Exceptional Cask Series 19 Year Single Cask,Single Malt,"Speyside, Scotland",5,55.2,second fill sherry butt,10,5,50,40,60,65,65,55,10,55,15,25,20
1192,High West Yippee Ki-Yay (2019 Release),Rye,USA,4,46,"new, charred, white American oak barrels; finished in French oak barrels that previously contained vermouth and Syrah wine",20,0,60,50,40,60,80,70,0,50,60,80,20
1193,Old Pulteney 16 Year Traveller's Exclusive,Single Malt,"Highlands, Scotland",3,48,"American oak ex-bourbon barrels, finished in oloroso sherry casks",0,0,35,20,25,40,45,10,25,40,35,30,10
1194,Bruichladdich The Organic 2010 Mid Coul Farms,Single Malt,"Islay, Scotland",4,50,American oak ex-bourbon,10,0,30,20,40,40,40,20,5,20,25,30,10
1195,Writers' Tears Double Oak,Blended,Ireland,2,46,"American oak, French oak ",0,0,20,0,10,55,50,60,5,35,20,40,10
1196,Treaty Oak Red Handed Rye 10 Year,Rye,"(bottled in) Texas, USA",3,50,"new, charred American oak",0,0,75,50,40,70,60,80,50,70,85,85,80
1197,Rock Island 21 Year,Peated Blended Malt,Scotland,4,46.8,,25,20,15,10,30,35,30,20,10,20,10,30,10
1198,Kilchoman ImPex Cask Evolution Single Cask 11 Year,Peated Single Malt,"Islay, Scotland",5,56.4,first-fill bourbon ,80,75,50,30,60,80,60,80,75,80,40,40,80
1199,Remus Volstead Reserve 14 Year Bottled in Bond Bourbon,Bourbon,"Indiana, USA",5,50,"new, charred American oak",20,0,75,90,50,70,60,70,0,65,75,50,70
1200,George Dickel 13 Year Bottled in Bond Tennessee Whisky (Fall 2005),Tennessee,"Tennessee, USA",2,50,"new, charred American oak",50,0,95,70,80,90,90,70,0,80,0,75,60
1201,Laphroaig Cairdeas 2019 Triple Wood Cask Strength,Peated Single Malt,"Islay, Scotland",4,59.5,"ex-bourbon, quarter casks, European oak ex-oloroso sherry",80,70,65,25,60,70,75,60,15,60,15,20,10
1202,Dewar's Double Double 27 Year,Blended,Scotland,5,46,finished in ex-Palo Cortado casks,10,5,50,35,40,50,55,50,5,45,30,15,15
1203,"Booker's Bourbon Batch 2019-01 ""Teresa's Batch""",Bourbon,"Kentucky, USA",3,62.95,"new, charred American oak",20,0,70,35,60,70,65,55,5,60,10,15,10
1204,Clonakilty Port Cask Finish Irish Whiskey,Blended,Ireland,3,43.6,finished in port wine casks,3,0,25,0,10,55,55,65,15,25,30,60,5
1205,Big Peat 10 Year,Peated Blended Malt,"Islay, Scotland",4,46,,35,25,10,30,35,40,30,20,35,20,10,35,10
1206,Four Roses Small Batch Select Bourbon,Bourbon,"Kentucky, USA",4,52,"new, charred American oak",20,0,50,70,20,70,80,60,20,90,30,20,0
1207,Glenmorangie Allta,Single Malt,"Highlands, Scotland",4,51.2,ex-bourbon,15,0,50,45,25,40,40,30,0,20,30,35,30
1208,Westland Peat Week 2019,American Single Malt,"Washington, USA",4,50,"first-fill ex-bourbon, new American oak, refill American oak",45,60,40,30,50,60,60,50,15,45,15,40,30
1209,Canadian Club Edition Barley Batch,Canadian,Canada,2,42,ex-bourbon,15,0,40,25,30,45,40,40,0,30,25,50,30
1210,Timorous Beastie 12 Year Cask Strength,Blended Malt,"Highlands, Scotland",3,54.4,,5,15,15,10,40,40,40,25,0,30,35,40,10
1211,Garrison Brothers Balmorhea Texas Straight Bourbon,Bourbon,"Texas, USA",3,57.5,new American oak,30,0,80,50,60,80,60,40,20,70,20,10,0
1212,High Coast Dálvve Sherry Influence,Peated Single Malt,Sweden,3,48,mix of sherry and bourbon casks,40,45,45,20,40,50,60,50,25,30,15,20,15
1213,Ledaig 1998 Oloroso Sherry Cask Finish,Peated Single Malt,"Islands, Scotland",5,46.3,"traditional oak, finished in oloroso sherry hogsheads",70,60,50,10,60,90,80,70,30,50,50,70,10
1214,Starward Two-Fold Double Grain,Other Whiskey,"Victoria , Australia",2,40,Australian red wine barrels,0,0,70,40,80,80,90,75,0,90,60,85,70
1215,Octomore 10 Year Dialogos Third Edition (2017 Release),Peated Single Malt,"Islay, Scotland",5,56.8,"various whiskey, wine, and cognac casks",50,40,10,15,35,50,45,29,5,25,20,29,10
1216,Kavalan Distillery Select No. 1,Single Malt,Taiwan,3,43,"""select malt neutral casks""",0,0,30,20,50,70,90,60,10,60,30,80,40
1217,Virginia Distillery Co. Port Cask Finished Virginia-Highland Whisky,Blended Malt,Multiple Countries,3,46,finished in port-style casks,20,0,65,35,5,65,55,75,0,10,10,80,55
1218,New Riff Kentucky Straight Bourbon Bottled In Bond,Bourbon,"Kentucky, USA",2,50,"new, charred American oak",10,0,60,25,50,60,55,45,5,45,20,25,15
1219,GlenAllachie 25 Year,Single Malt,"Speyside, Scotland",5,48,ex-Pedro Ximenez & oloroso sherry casks,0,0,25,20,40,35,60,35,0,10,20,40,10
1220,Starward Solera Single Malt,Single Malt,"Victoria, Australia",3,43,ex-Apera wine casks,0,0,30,20,35,40,40,35,0,30,25,40,20
1221,Compass Box Delilah's XXV,Blended,Scotland,4,46,various listed in description,30,0,60,20,60,70,80,70,10,90,0,70,20
1222,GlenAllachie 1990 27 Year 50th Anniversary Bottling #2517,Single Malt,"Speyside, Scotland",5,54.6,Sherry Butt,0,0,20,35,40,40,45,30,0,35,30,50,15
1223,GlenAllachie 1991 26 Year 50th Anniversary Bottling #100285,Single Malt,"Speyside, Scotland",5,55,Hogshead,0,0,35,10,40,45,45,35,0,40,25,40,35
1224,Heaven's Door Double Barrel Whiskey,Blended American Whiskey,"Tennessee, USA",2,50,"finished in toasted, new American oak",10,0,70,40,20,80,80,70,0,70,20,30,0
1225,Eden Mill Hip Flask Series No. 6,Single Malt,Scotland,4,47,oloroso sherry hogshead,25,10,75,10,30,40,40,80,20,30,10,60,30
1226,Rhetoric 24 Year Bourbon,Bourbon,"Kentucky (bottled in Tennessee), USA",4,45.4,"new, charred American oak",20,0,60,20,10,80,70,60,0,90,10,10,0
1227,GlenDronach 1993 24 Year Sherry Butt Single Cask #415,Single Malt,"Highlands, Scotland",5,51.8,sherry butt,20,0,40,35,20,50,60,50,0,15,30,65,15
1228,Jura 18 Year,Peated Single Malt,"Islands, Scotland",4,44,ex-bourbon & ex-red wine casks,15,35,15,10,20,55,65,65,75,70,0,60,20
1229,The Essence of Suntory Whisky: Yamazaki Peated Malt,Peated Single Malt,Japan,5,49,,75,55,65,20,20,30,40,50,45,10,40,65,20
1230,Bruichladdich The Organic 2009 Mid Coul Farms,Single Malt,"Islay, Scotland",4,50,American oak ex-bourbon & ex-Tennessee whiskey,15,5,5,0,75,65,70,55,75,60,0,65,20
1231,Aultmore 9 Year (Chapter 7),Single Malt,"Highlands, Scotland",3,62.2,finished in oloroso sherry cask,15,5,60,40,45,55,50,35,10,30,30,25,15
1232,Mars Iwai Tradition Wine Cask Finish,Blended,Japan,1,40,finished in wine cask,10,10,40,20,20,50,60,75,10,40,20,80,50
1233,Springbank 10 Year Local Barley,Peated Single Malt,"Campbeltown, Scotland",4,57.3,ex-bourbon and ex-sherry,10,20,5,35,45,60,55,20,25,20,40,40,10
1234,Barrell Rye Batch 002,Rye,"(bottled in) Kentucky, Multiple Countries",3,58.8,"new, charred American oak  ",20,0,75,30,65,70,60,45,0,50,15,10,10
1235,Nikka Yoichi Woody & Vanillic,Peated Single Malt,Japan,5,55,,75,50,30,15,20,60,70,30,15,50,15,40,30
1236,Barrell Bourbon Batch 014,Bourbon,USA,4,54.7,"new, charred American oak   ",10,0,40,20,40,40,45,55,0,50,20,25,20
1237,Forty Creek Heritage,Canadian,"Ontario, Canada",3,40,American oak,40,0,50,40,25,45,45,50,0,55,40,50,35
1238,Teeling The Revival 15 Year Single Malt (Volume IV),Single Malt,Ireland,4,46,"ex-bourbon, finished in Muscat port barrels",0,0,50,10,20,55,55,85,10,70,65,85,50
1239,1792 Bottled in Bond Bourbon,Bourbon,"Kentucky, USA",2,50,"new, charred American oak   ",5,0,25,5,5,60,70,65,5,30,10,20,0
1240,Virgil Kaine Electric Owl 9 Year Bourbon,Bourbon,"(bottled in) South Carolina, USA",3,50.05,finished in barrels which held both Pinot Noir and ale,30,0,80,60,40,70,60,60,10,60,30,70,10
1241,Nikka Yoichi Moscatel Finish (2017 Release),Peated Single Malt,Japan,4,46,Finished in ex-Moscatel wine cask,50,75,10,30,10,55,65,70,5,20,25,70,35
1242,Compass Box No Name,Peated Blended Malt,Scotland,4,48.9,"recharred American oak, refill American oak, recharred hogshead, French oak hybrid",90,90,50,20,60,80,40,40,30,30,40,40,0
1243,Kilchoman Red Wine Cask Matured (2017 Edition),Peated Single Malt,"Islay, Scotland",4,50,ex-red wine casks,20,40,60,20,50,60,60,40,25,35,20,45,15
1244,Ichiro's Malt Chichibu The Peated 2012,Peated Single Malt,Japan,5,50.5,"bourbon cask, refill hogshead, oak hogshead",80,75,30,25,40,50,60,43,27,57,32,65,31
1245,Octomore Masterclass 08.2/167,Peated Single Malt,"Islay, Scotland",5,58.4,"European oak ex-wine barrels, finished in Amarone wine casks",45,70,20,15,30,50,65,30,0,15,0,20,30
1246,Little Book Chapter 1: The Easy,Blended American Whiskey,"Kentucky, USA",3,60.24,"used whiskey and new, charred American oak ",30,0,25,0,35,30,75,90,10,50,30,25,20
1247,Glen Moray Mastery,Single Malt,"Speyside, Scotland",5,52.3,"blend of ex-sherry, ex-port, and ex-Madeira",20,0,75,30,30,50,75,50,0,55,55,65,20
1248,Lohin McKinnon Canada Anniversary Limited Edition,Canadian,"British Columbia, Canada",3,43,ex-bourbon and Oloroso sherry,45,50,45,10,10,40,45,45,0,30,25,45,25
1249,Redemption Wheated Bourbon,Bourbon,"Indiana, USA",2,48,"new, charred American oak",10,0,45,20,40,40,35,35,10,35,20,10,20
1250,Rock Oyster 18 Year,Peated Blended Malt,"Islands, Scotland",4,46.8,,50,50,30,0,40,60,70,45,10,20,0,30,35
1251,WhistlePig FarmStock Rye Crop No. 001,Rye,Multiple Countries,4,43,"Vermont oak and new, charred American oak",0,0,45,15,45,10,15,80,0,85,0,10,10
1252,Wyoming Whiskey Single Barrel Bourbon (2017),Bourbon,"Wyoming, USA",3,44,"new, charred American oak",30,0,70,40,30,70,60,60,0,70,20,30,0
1253,Yula 20 Year,Peated Blended Malt,Scotland,5,52.6,,45,55,10,20,30,40,40,40,50,30,20,40,40
1254,George Remus Straight Bourbon Whiskey,Bourbon,"Indiana, USA",2,46.9,"new, charred American oak",20,0,50,40,30,50,60,50,0,50,30,60,0
1255,Black Velvet Onyx 12 Year,Canadian,"Alberta, Canada",2,40,ex bourbon,35,0,50,10,10,40,40,45,0,50,15,55,15
1256,Auchroisk 25 Year 1990 (2016 Special Release),Single Malt,"Speyside, Scotland",5,51.2,refill American and European oak,20,0,60,50,30,60,60,50,20,60,20,60,80
1257,Twelve Barrels Canadian Whisky,Canadian,Canada,2,40,ex-bourbon,30,0,40,25,5,40,45,45,0,40,10,45,20
1258,Glencadam 25 Year,Single Malt,"Highlands, Scotland",5,46,ex-bourbon,5,5,80,40,50,60,70,40,0,50,30,75,60
1259,Stalk & Barrel Red Blend,Canadian,"Ontario, Canada",1,43,ex bourbon,30,0,50,20,10,35,35,50,0,50,10,45,45
1260,Belle Meade Bourbon Cognac Cask Finish,Bourbon,"(bottled in) Tennessee, USA",3,45.2,finished in ex-Cognac cask,30,0,70,40,10,70,50,40,0,40,0,20,0
1261,"Booker's Bourbon Batch 2016-03 ""Toogie's Invitation""",Bourbon,"Kentucky, USA",3,64.5,"new, charred American oak",10,0,40,30,25,90,90,80,5,40,20,60,0
1262,Tomatin 14 Year Port Casks,Single Malt,"Highlands, Scotland",3,46,"Ex-Bourbon, Finished in ex-Tawny Port Pipes",0,0,5,0,0,15,15,25,0,0,10,30,0
1263,Dailuaine 34 Year (2015 Special Release),Single Malt,"Speyside , Scotland",5,51,second-fill American oak hogshead ,15,0,30,25,15,80,75,60,0,60,10,15,10
1264,Laws Triticum Straight Wheat Whiskey,Wheat Whiskey,"Colorado, USA",3,50,"new, charred American oak",10,0,15,40,10,15,30,40,0,45,0,55,45
1265,10th Mountain Rye Whiskey,Rye,"Colorado, USA",2,43,"new, charred American oak",10,0,45,10,5,55,40,15,0,20,0,15,15
1266,Catoctin Creek Roundstone Rye Cask-Proof Brandy-Finished,Rye,"Virginia, USA",4,59.8,"new, charred American oak; finished in ex-brandy",10,0,40,20,5,70,70,70,0,30,20,50,10
1267,Armorik Sherry Finish Single Malt,Single Malt,"Brittany , France",3,40,"ex-bourbon, ex-sherry",5,0,30,10,10,70,70,70,0,50,20,30,15
1268,Glenlivet Cipher,Single Malt,"Speyside, Scotland",4,48,not disclosed at this time,40,0,55,20,10,30,30,40,0,40,30,60,30
1269,George Dickel 17 Year Distillery Reserve (2016 Release),Tennessee,"Tennessee, USA",3,43.5,"new, charred American oak",15,0,30,20,35,55,50,55,0,60,10,15,10
1270,Cardhu 21 Year (2013 Special Release),Single Malt,"Speyside, Scotland",5,54.2,ex-bourbon,15,0,45,0,40,35,40,70,40,75,65,70,60
1271,Buffalo Trace Experimental Collection 15 Minute Infrared Light,Bourbon,"Kentucky, USA",4,45,"new, charred American oak (#1 char level)",5,0,30,0,5,70,70,60,0,50,35,40,25
1272,Three Ships 5 Year Premium Select,Peated Blend,"South Africa, South Africa",2,43,American White Oak,50,55,45,30,10,60,60,60,25,55,35,55,15
1273,1792 Small Batch Bourbon,Bourbon,"Kentucky, USA",2,46.85,"new, charred American oak",5,0,35,5,10,80,80,60,0,15,10,40,0
1274,Century Reserve Lot 15/25 Canadian Rye,Canadian,"Alberta, Canada",2,40,charred oak,60,0,55,10,10,50,50,50,0,45,20,45,30
1275,Aultmore 18 Year,Single Malt,"Speyside, Scotland",4,46,,10,0,30,50,50,60,70,60,10,40,10,30,30
1276,Auchentoshan Blood Oak,Single Malt,"Lowlands, Scotland",3,46,French Red Wine and American Bourbon,30,0,65,10,70,80,75,85,0,65,0,90,45
1277,Hakushu Distiller's Reserve,Peated Single Malt,Japan,3,43,,60,30,40,70,35,50,35,20,20,42,45,85,55
1278,Green Spot Chateau Leoville Barton Single Pot Still,Single Pot Still,Ireland,4,46,"ex-bourbon, ex-sherry, ex-wine",10,0,20,5,10,60,60,80,0,40,10,70,20
1279,Te Bheag Connoisseurs' Blended Whisky,Blended,Scotland,2,40,,55,60,50,30,30,40,45,45,35,35,20,30,30
1280,Temple Bar Traditional Irish Whiskey,Single Malt,Ireland,2,40,ex-bourbon and ex-sherry ,0,0,60,20,30,60,50,60,20,70,50,70,50
1281,OYO Dark Pumpernickel Rye Whiskey,Rye,"Ohio, USA",2,45,American oak,10,0,40,5,5,60,60,55,0,45,0,30,10
1282,John David Albert's Taos Lightning Single Barrel Straight Rye 5 Year,Rye,"(bottled in) New Mexico, USA",3,45,"new, charred American oak",15,0,40,30,10,70,70,70,0,30,0,20,15
1283,Forty Creek Three Grain Harmony,Canadian,"Ontario, Canada",2,43,toasted white oak,30,0,55,20,10,55,55,60,0,55,35,55,50
1284,Glen Breton Rare Battle of the Glen 15 Year,Single Malt,"Nova Scotia, Canada",4,43,American White Oak,35,0,50,10,0,45,45,45,0,25,20,55,60
1285,Brenne Ten Single Malt (2015 Edition),Single Malt,"Cognac, France",4,48,"ex-Cognac, new French oak ",10,0,40,20,10,80,75,60,0,50,15,60,30
1286,Black Gate Single Cask Single Malt,Single Malt,"New South Wales, Australia",5,50,Ex-sherry,0,0,40,20,10,50,40,60,0,40,60,60,20
1287,Mars Iwai Tradition,Blended,Japan,2,40,"ex-bourbon, ex-sherry, ex-wine",50,30,40,0,30,70,70,30,30,20,0,30,20
1288,Glenfiddich Snow Phoenix,Single Malt,"Speyside, Scotland",4,47.6,American Oak and Oloroso Sherry,20,0,60,20,40,50,75,60,10,40,30,75,30
1289,Jameson Crested Ten,Blended,Ireland,3,40,"Ex-Bourbon, Ex-Sherry",0,0,50,20,50,60,70,80,0,70,30,80,70
1290,Jim Beam Signature Craft Six-Row Barley Bourbon 11 Year,Bourbon,"Kentucky, USA",4,45,"new, charred American oak",30,0,70,0,30,60,40,50,0,60,0,20,0
1291,Caol Ila Unpeated 14 Year (2012 Special Release),Single Malt,"Islay, Scotland",4,59.3,European ex-sherry,10,0,40,25,40,45,45,55,10,15,15,70,50
1292,Dillon's Canadian Rye Whisky Batch 1,Canadian,"Ontario, Canada",2,59,Canadian Oak,25,0,75,30,10,45,45,45,0,25,15,65,45
1293,Nikka Miyagikyo 10 Year,Peated Single Malt,Japan,4,45,,40,15,50,50,20,30,25,70,10,40,15,85,75
1294,Nant Sherry Wood Single Cask Single Malt,Single Malt,"Tasmania, Australia",4,42,American oak ex-sherry,30,0,40,40,40,50,50,50,20,40,20,70,50
1295,Hellyers Road Original 12 Year Single Malt,Single Malt,"Tasmania, Australia",3,46.2,american oak,60,0,10,20,60,40,40,30,10,40,30,30,20
1296,Linkwood 12 Year Flora & Fauna,Single Malt,"Speyside, Scotland",3,43,,0,0,30,10,15,50,50,75,0,20,40,80,30
1297,Manatawny Still Works Small Batch Whiskey (Batch #3),American Single Malt,"Pennsylvania, USA",2,47,new charred oak,10,0,30,20,40,70,80,60,10,60,20,60,30
1298,WhistlePig Old World Series Sauternes Finish Rye 12 Year,Rye,"Indiana (bottled in Vermont), USA",4,45,"new, charred American oak; finished in ex-Sauternes casks",0,0,70,30,40,80,70,70,0,50,30,80,0
1299,Journeyman Distillery Kissing Cousins Organic Whiskey,Other Whiskey,"Michigan, USA",3,45,"new, charred American oak, finished in ex-cabernet sauvignon barrels",20,0,50,30,40,80,70,70,0,50,30,90,60
1300,Compass Box Peat Monster Cask Strength,Peated Blended Malt,Scotland,4,57.3,ex-bourbon,20,60,0,40,50,80,70,60,20,60,40,60,20
1301,Crown Royal Northern Harvest Rye,Canadian,"Manitoba, Canada",2,45,,0,0,70,10,20,40,10,90,0,70,10,100,20
1302,The Glenrothes 1991,Single Malt,"Speyside, Scotland",4,43,,30,10,60,50,60,90,90,80,20,70,40,70,50
1303,High West Bourye (2015 Release),Blended American Whiskey,"Indiana & Kentucky (Bottled in) Utah, USA",3,46,"new, charred American oak",10,0,70,30,30,80,80,80,0,60,10,70,30
1304,Alberta Rye Dark Batch Whisky,Canadian,Canada,2,45,"used ex-bourbon, new charred American oak",30,0,70,35,25,70,70,65,0,60,25,40,35
1305,Jura Camas an Staca 30 Year,Single Malt,"Islands, Scotland",5,44,"American oak, finished in ex-Oloroso casks",20,0,50,20,20,70,70,75,20,40,20,60,30
1306,Forty Creek Copper Pot Reserve,Canadian,"Ontario, Canada",2,43,American Oak,20,0,60,10,30,70,70,70,0,50,20,60,10
1307,Virginia Highland Malt,Single Malt,"(Bottled in) Virginia, Scotland",3,46,"oak barrels, finished in ex-port style wine casks",20,10,30,30,30,80,70,50,20,30,30,50,30
1308,Jim Beam Signature Craft Brown Rice Bourbon 11 Year,Bourbon,"Kentucky, USA",4,45,"new, charred American oak",0,0,70,30,60,80,80,70,0,80,40,70,60
1309,Blanton's Single Barrel Silver Edition,Bourbon,"Kentucky, USA",4,49,"new, charred American oak",0,0,60,20,0,80,70,80,0,50,10,80,30
1310,Tullibardine 20 Year,Single Malt,"Highlands, Scotland",4,43,first-fill bourbon,0,0,60,40,20,80,80,80,20,80,0,60,70
1311,Troy & Sons Platinum Moonshine,White,"North Carolina, USA",2,40,,0,0,50,40,50,50,70,60,0,0,20,30,40
1312,Laphroaig QA Cask,Peated Single Malt,"Islay, Scotland",2,40,ex-bourbon and charred american oak,50,60,20,20,40,30,30,40,40,30,20,20,25
1313,Glengoyne Cask Strength Batch No. 002,Single Malt,"Highlands, Scotland",4,58.9,1st fill and refill ex-sherry casks,20,0,60,0,0,50,70,50,0,40,10,60,0
1314,Chivas Regal 25 Year,Blended,Scotland,5,40,,30,0,60,10,20,50,60,50,0,60,30,80,10
1315,Springbank Marsala Wood 9 Year,Peated Single Malt,"Campbeltown, Scotland",4,58,ex-bourbon and ex-Marsala wine casks,30,40,75,75,80,85,90,80,65,75,10,88,55
1316,Royal Salute 38 Year Stone of Destiny,Blended,Scotland,5,40,,20,0,60,30,20,50,60,60,10,30,20,80,30
1317,Bruichladdich The Classic Laddie Scottish Barley,Single Malt,"Islay, Scotland",3,50,various casks,66,0,52,59,77,79,80,77,68,74,48,78,72
1318,Dewar's 15 Year The Monarch,Blended,Scotland,2,40,ex-bourbon & ex-sherry; finished in oak ,15,0,40,20,30,45,40,60,10,30,25,45,35
1319,Glenfiddich Age of Discovery Bourbon Cask 19 Year,Single Malt,"Speyside, Scotland",4,40,ex-bourbon,10,0,25,0,10,70,75,80,0,20,0,35,5
